Name,Price,Release_date,Review_no,Review_type,Tags,Description
VIDEOBALL,9.99,2016-07-12,149,Very Positive,"Indie,Sports,Action,Local Multiplayer,4 Player Local,Multiplayer","VIDEOBALL is a sport everyone can play.



We researched basketball, football, soccer, first-person shooters, and real-time strategy games. VIDEOBALL is a compact expression of all sports' mechanics."
LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,0.99,2015-06-13,23,Mostly Positive,"Action,Adventure,LEGO","The Jurassic Park Trilogy Pack #2 contains classic franchise characters like Lex and Tim Murphy, plus Iain Malcolm's convertible from The Lost World."
Unruly Heroes,8.19,2019-01-23,707,Mostly Positive,"Action-Adventure,Beat 'em up,Action,2D Platformer,Co-op,4 Player Local,Local Co-Op,Hand-drawn,Side Scroller,Platformer,2D,Adventure,Fighting,Martial Arts,Multiplayer,Singleplayer,Fantasy,Puzzle Platformer,Indie,Mythology","LET'S KUNG FU THEM ALL! Play solo or co-op and take control of four unlikely heroes that battle a diverse lineup of enemies, show off your Kung-Fu skills and journey west across stunning different environments in order to hunt for the scattered remnants of the Sacred Scroll."
IN-VERT: Definitive Edition,2.99,2018-03-02,69,Very Positive,"Indie,Action,Adventure,Difficult,Platformer,2D Platformer,Pixel Graphics,Retro,Singleplayer,Puzzle,Robots,Atmospheric,Arcade,Puzzle Platformer,Minimalist,Casual,Third Person,2D,Side Scroller,Controller","This is a short hardcore enthralling puzzle-platform game about a lonely robot, which tries to find his master. To go all the way you'll have to look for the master in two dimensions at the same time. Parallel world module will help to overcome any obstacles!"
M.O.O.D.S.,5.49,2024-07-29,20,Positive,"Early Access,Action Roguelike,Indie,Bullet Hell,Co-op,Top-Down Shooter,Shooter,Roguelite,Roguelike,Replay Value,3D,RPG,Singleplayer,Local Multiplayer,Action,PvE,Survival,Local Co-Op,Adventure,Robots",Roguelite shooter with Robots addicted to Emotion substance. Blast crazy mechs with a myriad of Weapon x Addins combinations. Talk to Bosses to change their combat style. Play solo or with friends!
BOROS,2.99,2017-04-06,16,Positive,"Casual,Action,Indie,Puzzle,Local Multiplayer,2D,Colorful,Replay Value,Score Attack,Great Soundtrack,Controller","Boros is a 2D puzzle/action endless game inspired by the greatest hits like Zuma and Luxor, designed for both casual and hardcore players."
NTBSS Master Character Training Pack - Sasuke Uchiha (Last Battle),3.99,2021-11-24,53,Very Positive,Action,"A special training pack for your avatar! Featured in this ""Master Character Training Pack"" is the one-and-only Sasuke Uchiha (Last Battle)!"
Crypt of the NecroDancer Extended Soundtrack 2,2.99,2016-04-30,17,Positive,"Action,RPG,Indie,Soundtrack","This is Crypt of the NecroDancer's Extended Soundtrack 2, which includes 40 remixes by Virt and Girlfriend Records!"
Blind Drive,5.49,2021-03-10,267,Very Positive,"Action,Arcade,Immersive,Story Rich,Short,Funny,Action-Adventure,Dark Humor,Driving,Thriller,Narration,Minimalist,Stylized,Atmospheric,Fast-Paced,Singleplayer,Indie,Experimental,Automobile Sim,Racing","An audio-based black comedy action arcade game - Blind Drive is a video game you can play with your eyes closed! 1st person hyper-realistic audio adventure meets fast paced arcade gameplay, driven by an insane B-movie plot."
Commandos 3: Destination Berlin,3.19,2007-03-15,871,Mixed,"Strategy,Action,Tactical,Stealth,World War II,RTS,Military,Real Time Tactics,Co-op,War",Commandos 3: Destination Berlin is a game of real-time tactics that places you in command of an elite unit of Special Forces behind enemy lines in the European theater of World War II.
Boiling Point: Road to Hell,5.49,2023-11-14,81,Mostly Positive,"Adventure,Action,Action RPG,Action-Adventure,Shooter,Exploration,FPS,Immersive Sim,First-Person,3D,Realistic,Driving,Old School,Retro,Choices Matter,Open World,PvE,Story Rich,Vehicular Combat,Singleplayer",Saul Myers is back in action and ready to take on the world to get his daughter back. Do you have what it takes to complete his mission?
Counter Terrorist Agency,8.19,2019-12-05,455,Mixed,"Strategy,Simulation,Indie,Action,Management,Realistic,Singleplayer,Hacking,Crime,2D,Real-Time,Artificial Intelligence,Real Time Tactics,Atmospheric,Real-Time with Pause,Classic,Sandbox,Choices Matter,Difficult,Political","Counter Terrorist Agency lets you fight international terrorism and prevent attacks all over the world. 

Use modern invigilation techniques, discover connections, interrogate suspects, eliminate threats and dismantle terrorist networks."
Squad - Original Soundtrack Vol. 1 & 2,3.99,2016-04-30,110,Very Positive,"Strategy,Action,Indie,Soundtrack","Squad Original Soundtrack VOL. 1 and 2 contains 85 minutes of an all-original score by Squad Music producer Scott Tobin, divided up into 29 epic tracks.



29 Tracks

85-minute Runtime"
Drunken Wrestlers 2,0.0,2019-04-01,15635,Very Positive,"Multiplayer,Fighting,Physics,3D Fighter,Martial Arts,Funny,Character Customization,Free to Play,Level Editor,Action,Simulation,Moddable,Competitive,Sports,Blood,Colorful,Programming,Party Game,PvP,Local Multiplayer",Drunken Wrestlers 2 is a funny physics-based multiplayer fighting game. Features include character customization and a powerful mod editor integrated with Steam Workshop.
Pixel Survivors : Roguelike,2.49,2023-02-25,328,Mostly Positive,"RPG,Roguelike,Action,Pixel Graphics,Singleplayer,2D,Action Roguelike,Survival,Roguelite,Bullet Hell,PvE,Top-Down,Souls-like,Medieval,Top-Down Shooter,Adventure,Controller,Casual,Action RPG,Fantasy","A rogue-lite game where you must face hundreds of monsters with increasingly difficult bosses that strong enough to take you down. Choose your abilities, build your favorite combat style, become stronger and survive as long as you can!"
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles: Gyutaro Character Pack,4.99,2022-11-16,24,Positive,"Action,Adventure","Gyutaro will become a playable character.

Additional content such as quotes and profile photos will also be included."
Worbital,6.49,2019-01-31,376,Very Positive,"Action RTS,PvP,Multiplayer,Singleplayer,Local Multiplayer,Co-op,2D,Local Co-Op,Space,Online Co-Op,Sci-fi,RTS,Indie,Action,Destruction,Strategy,Family Friendly,Physics,Tactical,Funny","With the shifting gravity on your side, aim your cannons, blast your enemies and enjoy the fireworks. Worbital is a real-time strategic artillery game in space, peppered with a heavy dose of cosmic chaos. The goal: be the last civilization standing!"
Radiant Silvergun,8.19,2023-11-02,138,Very Positive,"Shoot 'Em Up,Bullet Hell,Top-Down Shooter,Difficult,Shooter,Arcade,RPG,2.5D,Post-apocalyptic,Controller,Story Rich,3D,Action,Anime,Sci-fi,Score Attack,Dark,Futuristic,Retro,Singleplayer","Set on the earth and in space on July 14, 2520 A.D., the film explores the mystery of mankind's extinction.

Various terrains become battlefields. Enemies attack from all directions. There are 23 bosses in total.

Aim for a high score by making full use of score bonuses and level-up weapons!"
DJMAX RESPECT V - Tok! Tok! Tok! Gear Pack,9.99,2020-12-10,35,Positive,"Action,Casual,Sports","If you purchase this product, you can play game with new note and gear.

Please check following contents."
Forge Quest,0.9,2015-05-30,442,Very Positive,"RPG,Action,Adventure,Indie,Co-op,Dungeon Crawler,Voxel,Action RPG,Multiplayer","Forge Quest is a dungeon crawling rpg set in a voxel world. Explore the land full of chickens on a light hearted quest to become a hero. Delve deep into the randomly generated dungeons to battle monsters, find treasure and craft your equipment. Invite your friends to join your world and help you in your adventure."
DJMAX RESPECT V - Lisrim Gear Pack,9.99,2020-08-06,38,Positive,"Action,Casual,Sports","If you purchase this product, you can play game with new note and gear.

Please check following contents."
Space Battle VR,1.04,2018-12-15,77,Mixed,"Action,Indie,VR,Space,Sci-fi,Flight,First-Person,Space Sim,Exploration,Atmospheric,Shooter,Simulation,Singleplayer,Open World,Physics,Early Access,Adventure,Sandbox,Violent,Realistic","Space Battle VR is an action shooter set in space. It supports VR controllers to give you a real feel how it is to be a spaceship pilot. You can truly feel the cosmos with this game. Jump into an awesome adventure, help mankind, win a war, bring freedom and happiness to the universe. People need you!"
Deceive Inc. - Black Tie DLC,13.68,2023-03-21,50,Very Positive,"Action,Indie","Deceive Inc. Black Tie Edition

Dress to impress with the Deceive Inc. Black Tie Edition!

Every Black Tie Edition Includes:



Exclusive ‘Black Tie’ outfits for all 8 Agents

Custom ‘Black Tie’ Profile Portrait & Title

1,000 Deceive Inc. Bonds"
Worms,7.99,2011-10-19,400,Very Positive,"Strategy,Classic,Turn-Based Strategy,Multiplayer,2D,Retro,Action,Turn-Based,Singleplayer,Pixel Graphics,Arcade,Funny,Cult Classic,1990's,Local Multiplayer",
Naval Warfare,0.9,2011-05-26,174,Mixed,"Action,Indie,Steampunk,Twin Stick Shooter,Naval,Top-Down","As Commander of a Naval Super-Destroyer, wage war in a military campaign of epic proportions in, under and above the surface!"
Venture to the Vile,12.49,2024-05-22,106,Mixed,"Narrative,Open World,Metroidvania,2.5D,Colorful,Multiple Endings,Side Scroller,Exploration,Dark,2D Platformer,Platformer,Action-Adventure,Horror,Lore-Rich,Action,Gothic,Dark Fantasy,Atmospheric,Adventure,Singleplayer","Dive into the strange town of Rainybrook, taken over by the “Vile” in this 2.5D metroidvania! Fight your way through treacherous terrains and defeat formidable bosses to absorb their powers! Will you save the town and find your missing friend Ella — or will you give in to the monster you've become?"
Tokyo Xanadu eX+,19.99,2017-12-08,1222,Very Positive,"JRPG,RPG,Action RPG,Anime,Great Soundtrack,Singleplayer,Hack and Slash,Story Rich,Action,Third Person","Tokyo Xanadu eX+; a massive action RPG from the masters of the genre, Nihon Falcom! When high school student Kou Tokisaka encounters the nightmare realm known as the Eclipse, his world is forever changed."
Fire Pro Wrestling World,10.49,2017-12-18,2814,Very Positive,"Simulation,Sports,Wrestling,Character Customization,Multiplayer,Fighting,2D,Retro,Singleplayer,Action,Local Multiplayer,Early Access","The greatest grappling game returns to take on the world! 

Customize every aspect of the match, from your wrestler to the ring itself, in your fight for the championship belt."
The Silence,1.89,2024-08-18,15,Mostly Positive,"Horror,Action,Psychological Horror,Dark,Realistic,3D,First-Person,Adventure,Singleplayer,Indie,Multiple Endings,Dynamic Narration,Conversation",You are in a labyrinth of silent corridors and abandoned hospital rooms where darkness envelops every corner. The echo of your footsteps echoes through the empty hallways as you frantically search for a way out.
Monster Hunter: World - Gesture: Feverish Dance,3.99,2018-10-05,22,Positive,Action,"Enjoy a new, amusing gesture you can use when interacting with other players in the game."
Digger Online,2.49,2015-06-02,1124,Mixed,"Story Rich,Action,Atmospheric,Realistic,Shooter,Survival,First-Person,Open World,Multiplayer,Family Friendly,Sandbox,Comedy,Building,Co-op,Zombies,Adventure,Simulation,RPG,Indie,Crafting",Sanbox multiplayer building game with additional game mods
TENSEI,1.89,2024-03-25,38,Positive,"Action,Casual,Singleplayer,Runner,Immersive Sim,Action-Adventure,3D,Third Person,Hand-drawn,Abstract,Parkour,Indie,Relaxing,Philosophical,Atmospheric,Score Attack,Platformer,Surreal",An experience of self-discovery set in soothing Zen landscapes.
Bit Blaster XL,0.9,2016-01-22,5495,Overwhelmingly Positive,"Indie,Arcade,Pixel Graphics,Casual,Action,Shoot 'Em Up,Retro,Space,2D,Bullet Hell,Shooter,Singleplayer,Great Soundtrack,Score Attack,Sci-fi,Difficult,Survival,Family Friendly,Replay Value,Controller","A throwback to the classic quarter eating arcade games of the 80's. Bit Blaster XL is a retro styled, addictive, and fast paced arcade shoot 'em up! (shmup)."
LEGO® Marvel Super Heroes 2 - Runaways,2.99,2018-04-10,24,Positive,Action,"Download now to get access to the Runaways Character and Level Pack!



In this all-new Runaways comic inspired level pack, players will travel to the undersea Marine Vivarium, where they'll try to escape from the chaos and destruction that their criminal parents have brought upon them."
Piczle Cross Adventure,0.54,2020-04-16,127,Very Positive,"Casual,Adventure,Indie,Action,Simulation,Puzzle","Piczle Cross Adventure takes the classic nonogram logic-puzzle and turns it into something never before experienced in the genre: a story-driven, RPG-style 2D graphical adventure! Follow our heroes Score-chan, Gig and professor Matrix as they tackle their most daunting challenge yet."
"Monster Hunter Rise - ""Stuffed Khezu"" Hunter layered weapon (Light Bowgun)",2.49,2022-11-24,34,Positive,Action,"Together forever, from your room to the hunting ground!

A stuffed Khezu that functions as a Light Bowgun!"
Crypt of the NecroDancer Extended Soundtrack,2.99,2015-04-23,43,Positive,"Action,RPG,Indie,Soundtrack","This is Crypt of the NecroDancer's Extended soundtrack, which includes 42 remixes by A_Rival and FamilyJules7X!"
BROKE PROTOCOL: Online City RPG,5.49,2024-06-27,1606,Very Positive,"Life Sim,Indie,Multiplayer,Sandbox,Open World,Moddable,RPG,Level Editor,Massively Multiplayer,Simulation,Action,Casual,Shooter,Adventure,Singleplayer,First-Person,Violent,Action-Adventure,Nudity,Retro","Everything can be modded in this city sandbox with jobs, NPCs, apartments, garages, gangs, and more. Broke Protocol is an open-world action game with a strong focus on RP and custom content. You define your own goals and identity in a persistent and reactive world."
"Monster Hunter Rise - ""Stuffed Rajang"" Hunter layered weapon (Bow)",2.49,2022-11-24,14,Positive,Action,"Together forever, from your room to the hunting ground!

A stuffed Rajang that functions as a Bow!"
Killing Floor - Community Weapon Pack 2,7.99,2013-07-03,78,Very Positive,Action,
